"target_id","CAM_01","CAM_02","CAM_03","reC3_01","reC3_02","reC3_03"
"Tfru00001_t",2.38259718580395,2.52445339258139,2.99559686081831,4.485419618992,5.15554766862727,4.81121852299496
"Tfru00002_t",25.1245986606198,25.2087869222372,26.5380313245026,30.658236957757,29.3913436146477,20.8234431654784
"Tfru00003_t",0,0,0,0.309365430148544,0.725542630523583,1.05024822889448
"Tfru00004_t",0.103844717888069,0.0833541471161738,0.0894261013194486,0.107415134520747,0.449405712721379,0.0759765881661035
"Tfru00005_t",0.103461055137251,0.996554261334748,0.623669965236499,113.224757627604,148.648845382204,129.135350356906
"Tfru00006_t",5.25064854821547,8.28385729734509,7.17220460021974,9.17681755934687,14.8875327806903,12.3195055255455
"Tfru00007_t",3.06013893760537,4.10665056164903,3.74698927321371,6.23178959717579,6.24916931819361,7.38140445268395
"Tfru00008_t",14.2043439781122,26.3981885595812,13.4442914669108,26.9366560835528,22.7611500493748,19.0527641655261
"Tfru00009_t",6.98648923869327,9.55423377037359,10.3244912930937,13.6504343999739,14.7070095797832,16.21819340388
"Tfru00010_t",244.725880160303,254.236879163414,239.055409283695,234.24905727355,255.175913290995,153.47176428698
"Tfru00011_t",249.648439921802,235.855086169051,261.859652611709,239.044084421155,277.23708760388,237.068812271962
"Tfru00012_t",0,0,0,0,0,0
"Tfru00013_t",0,0,0,0,0,0
"Tfru00014_t",0.0481534782380506,0.0385649628570616,0.040081234898993,0,0.0409396548817672,0.0683249248759905
"Tfru00015_t",9.12352121874593,7.38645814357469,6.05895371227259,8.36401371837615,8.18030748581089,6.6074939313356
"Tfru00016_t",0,0,0,0,0,0
"Tfru00017_t",73.8872427283506,59.7748520926179,84.9711456238005,79.6773332599202,64.3547735725843,54.9950535288643
"Tfru00018_t",1.17497030449515,1.88625188858599,2.02365639069639,1.82305266770431,1.01697684361232,3.00877915233859
"Tfru00019_t",100.042891419037,88.5386478055069,90.5702092996186,107.46269236286,116.564177910843,73.6642320031186
"Tfru00020_t",4.02402645039706,3.40000865631855,5.41073001773245,4.81959974168133,4.94942973931415,4.2870587946129
"Tfru00021_t",83.6566488692519,95.2586986660982,83.0071898994768,27.350267688798,24.8757888457407,26.3329256308797
"Tfru00022_t",0,0,0,0,0,0
"Tfru00023_t",0,0,0,0.0722351154009016,0,0
"Tfru00024_t",0,0,0,0,0,0
"Tfru00025_t",10.3672379845616,10.3302390664317,10.2823272906906,11.7590775902453,8.66377719537418,6.800389597812
"Tfru00026_t",1.8199540035594,2.42604099287411,1.93108487495278,3.59697341954331,3.99433883682836,2.59175687469059
"Tfru00027_t",55.063462876232,42.4428339387146,49.6338143237525,83.0396302423057,82.6243070202033,67.3009460579787
"Tfru00028_t",21.6026683126579,10.7893608027175,14.2624411478655,16.3866391217165,13.9195073409354,13.6979276184499
"Tfru00029_t",3.29320676944074,2.53549978863862,2.9517052114713,38.5135675842526,37.1713172155247,30.1424653388556
"Tfru00030_t",21.6360831128322,23.8598828656384,22.7863826973994,22.4807913845528,21.2574115640561,19.0384814079383
"Tfru00031_t",86.4958908771116,87.5837535575628,99.1007884405973,14.1403444097653,15.9195990519397,11.2746559444835
"Tfru00032_t",21.9121553586945,23.561903819911,19.2257316055188,25.4025163550232,23.2598419325332,12.7043922869481
"Tfru00033_t",4.71864451029055,3.49050081035052,2.6293046552041,2.20118216743122,1.76178917951874,1.15077755181544
"Tfru00034_t",0.172293635708465,0.110637415942551,0.0890226201404027,0.926730902177769,1.37195932676074,1.18492937319104
"Tfru00035_t",16.8182467453908,22.2939451138924,11.523788250828,15.2219341449141,43.285382782368,59.3057964157302
"Tfru00036_t",3.22627015393128,3.13485723171429,2.70519604931284,2.54680795451365,2.05759236070029,3.23009915206836
"Tfru00037_t",31.8300185283124,29.8215252000578,28.399063659266,19.4847718146893,21.5883339032028,21.3409741881647
"Tfru00038_t",3.0807064823057,3.53260503581409,3.41094469927948,8.80116346097062,7.83007054650118,9.69559441964398
"Tfru00039_t",244.104882716102,240.53698169767,241.602928149067,96.477604753599,106.200930024934,110.901226580709
"Tfru00040_t",17.8020185223536,16.7823691475994,17.1568289444861,23.8991409984868,23.0140300773039,22.0586959521175
"Tfru00041_t",0,0,0,0.414791617314008,0.347082789108922,0.146694653523574
"Tfru00042_t",6.27821591939822,5.35436518117112,5.57545218805539,6.12878347404016,5.73967290508917,7.34939528984245
"Tfru00043_t",13.5654149460977,7.45016061094164,12.2967222607536,5.16961960445603,2.88383518542908,1.74121982510985
"Tfru00044_t",6.97559085105881,7.30326769137017,7.44351229267822,2.19599966350539,1.18127183910627,1.10947761419454
"Tfru00045_t",12.0424430866921,12.0252581472268,14.2592665430693,23.8007925499645,20.2258645458806,19.8764997220112
"Tfru00046_t",4.5875973663589,4.83311810701937,5.67901524659038,8.00774328783852,4.96340234254738,4.82490230719006
"Tfru00047_t",5.27537687732794,5.66356753282366,5.22433741680056,9.41290459039661,7.30562957044336,5.9824705011545
"Tfru00048_t",12.7695772661346,17.2629772801229,21.993097648717,35.4547282728544,47.1185711067383,42.2879611501977
"Tfru00049_t",13.5348030138495,11.7694683940428,12.3448298359328,12.7205756663587,10.3292078546594,12.2184765960621
"Tfru00050_t",4.4215987774446,3.43822147290546,3.3317106037634,40.0192043941442,24.0386228749706,12.8389187466282
"Tfru00051_t",20.3170495752907,21.1104889593231,18.462111493173,23.4652664340739,26.8631264618122,19.4244180163478
"Tfru00052_t",29.9398683174839,16.8583762542462,31.5550463262212,16.6402041371396,13.5371518677722,14.058497726246
"Tfru00053_t",6.07474136968426,6.42583848256019,6.93448286459148,5.30940245357288,4.68727135460016,3.61761843148524
"Tfru00054_t",0,0.242566564809297,0.520472776744129,0.937757307488683,0,0
"Tfru00055_t",7.79317038696173,7.38140407421538,7.11377169995176,7.09378316957426,8.49902076447885,9.35089963963446
"Tfru00056_t",3.74060801683087,2.75640604448988,3.11561842487489,3.04463102460559,4.45836709688963,6.77461608305331
"Tfru00057_t",0,0,0,0,0,0
